City,Country,CountryCode,DepartmentNameNative,InstituteNameHEPnew,InstituteNameHEPold,InstituteNameNative,Latitude,Longitude,ZIPcode,recid,LatitudeCity,LongitudeCity
Dharwad,,IN,,,Karnatak U.,,,,,905499,15.4589236,75.007808
Dour,,BE,,,"Dour Metal, Belgium",,,,,905502,50.4000126,3.7827918
Aalborg,,DK,,,Aalborg U.,,,,,905512,57.0488195,9.921747
Sainthia,,IN,,,Abhedananda Mahavidyalaya,,,,,905513,23.9451403,87.6803028
Jalpaiguri,,IN,,,"A.C. Coll., Jalpaiguri",,,,,905514,26.5434772,88.7205256
Addis Ababa,,ET,,,Addis Ababa U.,,,,,905515,8.9806034,38.7577605
Alicante,,ES,,,Alicante U.,,,,,905522,38.3459963,-0.4906855
Tradate,,IT,,,"AUR.EL Microsystem, Tradate",,,,,905531,45.7115434,8.907067
Madapally,,IN,,,"Badagara, Govt. Coll.",,,,,905533,9.4698242,76.5901793
Berhampur,,IN,,,"Berhampur, Engineering School",,,,,905540,19.3149618,84.7940911
Muzaffarpur,,IN,,,Bihar U.,,,,,905544,26.1208876,85.3647201
Lidingo,,SE,,,"Bofors Aerotronics, Lidingo",,,,,905545,59.36296,18.1468
Tandil,,AR,,,"Buenos Aires, Provincial U.",,,,,905550,-37.3287999,-59.1367167
Chittagong,,BD,,,Chittagong U.,,,,,905557,22.3475365,91.8123324
Cluj,,RO,,,"Cluj, Inst. Isotopic Molec. Tech.",,,,,905560,46.7712101,23.6236353
Davos,,CH,,,Davos Observ.,,,,,905566,46.8027453,9.8359701
Arese,,IT,,,"DB2 Electronics, Arese",,,,,905567,45.5508115,9.0779155
Emden,,DE,,,"Ostfriesland Fachhochschule, Emden",,,,,905570,53.3594029,7.2060095
Buc,,FR,,,"General Electric, Buc",,,,,905575,48.771808,2.123618
Nam-gu,,KR,,,Keimyung U.,,,,,905602,35.1365596,129.084364
Leshan,,CN,,,"Southwest Inst. Phys., Leshan",,,,,905606,29.552106,103.765568
Lima,,PE,,,"Lima, Cayetano Heredia U.",,,,,905608,-12.0463731,-77.042754
Lulea,,SE,,,Lulea U.,,,,,905611,65.584819,22.1567026
Bodh-Gaya,,IN,,,Magadh U.,,,,,905613,24.6961343,84.9869547
Al Karak,,JO,,,Mutah U.,,,,,905625,31.1853497,35.7047733
Medziphema,,IN,,,"Northeastern Hill U., Medziphema",,,,,905632,25.7566338,93.8680755
Trondheim,,NO,,,"Norweg. Air Force Acad., Trondheim",,,,,905634,63.4305149,10.3950528
Piraeus,,GR,,,"Piraeus, TEI",,,,,905641,37.9429857,23.6469832
Raipur,,IN,,,Ravishankar U.,,,,,905647,21.2513844,81.6296413
HRijeka,,HR,,,Rijeka U.,,,,,905649,45.3270631,14.442176
Sabac,,CS,,,"Sabac, High Chem. Tech. School",,,,,905653,,
Sana,,YE,,,Sana U.,,,,,905657,15.3694451,44.1910066
Sao Jose do Rio Pietro,,BR,,,"Sao Jose do Rio Preto, IBLCE",,,,,905659,-20.7628337,-49.4059117
Simla,,IN,,,"Indian Inst. Advanced Study, Simla",,,,,905668,31.1048145,77.1734033
Hermosillo,,MX,,,Sonora U.,,,,,905672,29.0729673,-110.9559192
Buc,,FR,,,"Thomson-CGR, Buc",,,,,905684,48.771808,2.123618
Varese,,IT,,,"Varese, Scuola Europea",,,,,905697,45.8205989,8.8250576
Izmit,,TR,,,"Yildiz U., Kocaeli",,,,,905701,40.7654408,29.9408089
Dneprodzerzhinsk,,UA,,,Arsenichev Inst. Metallurgy,,,,,905706,48.523117,34.613683
Jishou,,CN,,,Jishou U.,,,,,905708,28.262507,109.698055
Matanzas,,CU,,,Marinello Pedagogical Inst.,,,,,905710,23.0303395,-81.5322149
Belfort,,FR,,,"ALSTHOM, Belfort",,,,,905714,47.639674,6.863849
Dnepropetrovsk,,UA,,,"Dnepropetrovsk, Inst. Geotech. Mech.",,,,,905725,48.464717,35.046183
Algiers,,DZ,,,"Algiers, CDTN",,,,,905733,36.753768,3.0587561
Multan,,PK,,,Bahauddin Zakariya U.,,,,,905734,30.1983807,71.4687028
Chatillon,,FR,,,"Chatillon, ONERA",,,,,905736,48.804689,2.289387
Kyungnam,,KR,,,Inje U.,,,,,905742,37.570126,127.0709987
GScaramangas,,GR,,,Kanellopoulos Ctr. Naval Education,,,,,905744,38.0113874,23.6027231
Kragujevac,,CS,,,Kragujevac U.,,,,,905745,,
Nauni,,IN,,,"Nauni, U. Horticulture",,,,,905752,30.859959,77.1729605
Hooghly,,IN,,,Rishra High School,,,,,905759,22.896256,88.2461183
Lima,,PE,,,"Lima, Natl. Eng. U.",,,,,905770,-12.0463731,-77.042754
Cuiaba,,BR,,,Mato Grosso U.,,,,,905771,-15.6014109,-56.0978917
Cachan,,FR,,,"Cachan, Ecole Normale Superieure",,,,,905797,48.791855,2.331433
St. Paul lez Durance,,FR,,,"Cadarche, CEN",,,,,905798,43.6870649,5.707942
Jyllinge,,DK,,,"Danfysik, Jyllinge",,,,,905805,55.748496,12.110293
Tezpur,,IN,,,Darrang Coll.,,,,,905806,26.6528495,92.7925592
Forcalquier,,FR,,,Haute Provence Observ.,,,,,905816,43.959933,5.780712
Heilbronn,,DE,,,"Heilbronn, Fachhochschule",,,,,905817,49.1426929,9.210879
Changsha Hunan,,CN,,,Hunan Education Inst.,,,,,905820,28.228209,112.938814
Iasi,,RO,,,"Iasi, Polytechnic Inst.",,,,,905821,47.1584549,27.6014418
Masan,,KR,,,Kyungnam U.,,,,,905828,35.213516,128.581433
St-Genie-Laval,,FR,,,Lyon Observ.,,,,,905832,45.691999,4.792768
Opole,,PL,,,Opole U.,,,,,905845,50.6751067,17.9212976
Weonju,,KR,,,Sang Ji Coll.,,,,,905850,37.3422186,127.9201621
Pretoria,,ZA,,,South Africa U.,,,,,905855,-25.7478676,28.2292712
Lung-Tan,,TW,,,"Taiwan, Inst. Nucl. Energy",,,,,905860,22.4763965,120.6151354
Soultz,,FR,,,"Telmat Informatique, Soultz",,,,,905862,47.886349,7.229983
Vicente Lopez,,AR,,,"Vicente Lopez, CNIE",,,,,905867,-34.5281205,-58.473816
Wolfach,,DE,,,Wolfach Observ.,,,,,905869,48.2923644,8.2149156
Pori,,FI,,,Outokumpu Magnets,,,,,905896,61.4851393,21.7974178
GAthens,,GR,,,Athens Academy,,,,,905913,37.9838096,23.7275388
Frombork,,PL,,,"Frombork, Astron. Observ.",,,,,905918,54.3574777,19.6800723
Ji An,,CN,,,Ji An Teachers Coll.,,,,,905925,27.087637,114.964696
Jiangxi,,CN,,,"Jiangxi, Inst. Appl. Phys.",,,,,905926,28.675697,115.909228
Karaikkudi,,IN,,,"Karaikkudi, CERI",,,,,905927,10.0731315,78.7801544
Piraeus,,GR,,,"Naval Academy, Piraeus",,,,,905933,37.9429857,23.6469832
Weihai,,CN,,,"Shandong U., Weihai",,,,,905937,37.513068,122.12042
Qinhuangdao,,CN,,,Yanshan U.,,,,,905944,39.935385,119.600493
Guadeloupe,,GP,,,Antilles U.,,,,,905955,16.265,-61.551
Bhat,,IN,,,"Bhat, Inst. Plasma Res.",,,,,905963,22.8772814,72.4613191
Albacete,,ES,,,Castilla-La Mancha U.,,,,,905971,38.994349,-1.8585424
Le Barp,,FR,,,"CESTA, Le Barp",,,,,905975,44.605623,-0.770629
Corti,,FR,,,Corsica U.,,,,,905986,42.309409,9.149022
Manila,,PH,,,De La Salle U.,,,,,905990,14.5995124,120.9842195
Letterkenny,,IE,,,Donagh O'Malley Reg. Tech. Coll.,,,,,905992,54.9558392,-7.7342787
Erice,,IT,,,"Erice, Majorana Ctr.",,,,,905998,38.0380892,12.5873511
Evora CODEX,,PT,,,Evora U.,,,,,906002,38.5510435,-7.9102432
Shahjahanpur,,IN,,,Gandhi Faizeam Coll.,,,,,906008,27.883744,79.9122455
Gjovik,,NO,,,Gjovik Coll. Engineering,,,,,906017,60.7954302,10.6916303
Midnapore,,IN,,,Haldia Govt. Coll.,,,,,906019,22.4308892,87.3214908
Kowloon,,CN,,,"Hong Kong, City U.",,,,,906028,35.86166,104.195397
Kowloon,,CN,,,Hong Kong Polytechnic U.,,,,,906029,35.86166,104.195397
Hue,,VN,,,Hue U.,,,,,906032,16.4498,107.5623501
Shashi,,CN,,,"Jianghan Petroleum Inst., Shashi",,,,,906041,30.311056,112.255583
Essen,,DE,,,"Krupp-Widia, Essen",,,,,906050,51.4556432,7.0115552
Lubeck,,DE,,,"Lubeck, Fachhochschule",,,,,906063,53.8654673,10.6865593
Funchal,,PT,,,Madeira U.,,,,,906065,32.6669328,-16.9240554
Frankfurt-am-Main,,DE,,,"Magtech, Frankfurt",,,,,906067,50.1109221,8.6821267
Maiduguri,,NG,,,Maiduguri U.,,,,,906068,11.8310981,13.1509672
Poznan,,PL,,,"Mickiewicz U., Poznan",,,,,906075,52.406374,16.9251681
Patiala,,IN,,,Punjabi U.,,,,,906114,30.3397809,76.3868797
Santa Maria,,BR,,,"Santa Maria U., Brazil",,,,,906126,-29.68725,-53.8154499
Guaratingueta,,BR,,,"Sao Paulo U., Guaratingueta",,,,,906127,-22.8080237,-45.1942191
Chungbuk,,KR,,,Semyung U.,,,,,906129,36.8,127.7
Namwon,,KR,,,Seonam U.,,,,,906130,35.416357,127.3904877
Lindau,,DE,,,"Sulzer-Escher Wyss, Lindau",,,,,906139,47.5797815,9.6789333
Al-Ain,,AE,,,United Arab Emirates U.,,,,,906156,24.1301619,55.8023118
Iri,,KR,,,Wonkwang U.,,,,,906162,35.9482858,126.9575991
Furstentum,,LI,,,"Balzers, Liechtenstein",,,,,906173,47.166,9.555373
Jarfalla,,SE,,,"ABB Hafo, Jarfalla",,,,,906181,59.4349407,17.8070801
Faro,,PT,,,Algarve U.,,,,,906183,37.0193548,-7.9304397
Misrateh,,LY,,,"Al-Quds, Higher Inst.",,,,,906185,32.3196827,15.1025075
Pattapur,,IN,,,Biswasray Sci. Coll.,,,,,906189,19.4474242,84.5923005
Bissendorf,,DE,,,"DMG, Bissendorf",,,,,906202,52.2377707,8.1702838
Caputh,,DE,,,"Einstein Lab, Caputh",,,,,906204,52.3356762,12.9861248
Gunsan,,KR,,,Gunsan Natl. U.,,,,,906215,35.9676772,126.7366293
Choonchun,,KR,,,Hanlim U.,,,,,906216,37.8813153,127.7299707
Agadir,,MA,,,"Ibn Zohr U., Agadir",,,,,906222,30.4277547,-9.5981072
Indore,,IN,,,"Indore, Ctr. for Advanced Tech.",,,,,906223,22.7195687,75.8577258
Jingzhou,,CN,,,Jingzhou Teachers Coll.,,,,,906228,30.335165,112.239741
Sultanpur,,IN,,,"Kamala Nehru Inst. Tech., Sultanpur",,,,,906229,26.2647757,82.0727061
Kanchrapara,,IN,,,Kanchrapara Coll.,,,,,906230,22.944101,88.4335019
Kista,,SE,,,"Kista, Inst. Micro Electronics",,,,,906233,59.4024341,17.9464824
Kumasi,,GH,,,"Kumasi, U. Sci. Tech.",,,,,906234,6.6666004,-1.6162709
Agdal,,MA,,,Moroccan Inst. Sci. Res.,,,,,906242,33.9933499,-6.8485009
De Bilt,,NL,,,Netherlands Meteorological Inst.,,,,,906247,52.1092717,5.1809676
Xining,,CN,,,Qinghai Normal U.,,,,,906255,36.617134,101.778224
Rajendranagar,,IN,,,"Rajendranagar, Advanced Tech. Ctr.",,,,,906257,25.6062727,85.1650548
Yanan,,CN,,,Yanan U.,,,,,906283,36.585445,109.489757
Viareggio,,IT,,,"CAEN, Viareggio",,,,,906309,43.8657267,10.2513103
Camaguey,,CU,,,Camaguey U.,,,,,906310,21.3926035,-77.9053182
Weiz,,AT,,,"ELIN, Weiz",,,,,906322,47.21717,15.62297
Fes,,MA,,,Fes U.,,,,,906327,34.0181246,-5.0078451
Gobardanga,,IN,,,Gobardanga Hindu Coll.,,,,,906338,22.8832286,88.7638294
Jeumont,,FR,,,Jeumont-Schneider Indust.,,,,,906353,50.296322,4.100791
Kendrapara,,IN,,,Kendrapara Coll.,,,,,906358,20.5848321,86.6611083
Aarau,,CH,,,"Kern AG, Aarau",,,,,906359,47.390434,8.0457015
Haimshausen,,DE,,,"KETEK, Haimhausen",,,,,906360,48.3162961,11.552882
Changwon,,KR,,,"Korea Elect. Res. Inst., Changwon",,,,,906363,35.239455,128.655142
Kutaisi,,GE,,,Kutaisi State U.,,,,,906365,42.2662428,42.7180019
Leganes,,ES,,,"Madrid, Escuela Politec, Superior",,,,,906370,40.3319506,-3.7686545
Murano,,IT,,,"Murano, Stazione Speriment. Vetro",,,,,906381,45.4589863,12.3523452
Nainital,,IN,,,"ARIES, Nainital",,,,,906382,29.3803039,79.4635658
Windhoek,,,,,Namibia U.,,,,,906383,-22.5608807,17.0657549
Poitiers,,FR,,,Poitiers U.,,,,,906409,46.580224,0.340375
Sergipe,,BR,,,Sergipe U.,,,,,906425,-10.5740934,-37.3856581
Bergisch Gladbach,,DE,,,"Siemens, Bergisch Gladbach",,,,51401,906430,50.9923091,7.1286213
Sunchon,,KR,,,Sunchon Natl. U.,,,,,906441,34.950637,127.4872135
Neiva,,CO,,,Surcolombiana U.,,,,,906442,2.9344837,-75.2809001
Chia-yi,,TW,,,"Taiwan, Natl. Chung Cheng U.",,,,,906444,23.4800751,120.4491113
Yaounde,,CM,,,Yaounde U.,,,,,906465,3.8480325,11.5020752
Besiktas,,TR,,,Yildiz Tech. U.,,,,,906466,41.044,29.002
Cergy-Pontoise,,FR,,,Cergy-Pontoise U.,,,,,906469,49.03201,2.080691
Kowloon,,CN,,,Hong Kong Baptist Coll.,,,,,906471,35.86166,104.195397
Kwangju,,KR,,,Chosun U.,,,,,906484,35.1595454,126.8526012
Grasse,,FR,,,"Cote d'Azur Observ., Grasse",,,,,906486,43.660153,6.926492
Baranagar,,IN,,,"Indian Statistical Inst., Baranagar",,,,,906500,22.6383016,88.3654386
Kangnung,,KR,,,Kangnung Natl. U.,,,,,906502,37.751853,128.8760574
Kyowon,,KR,,,Kyowon U.,,,,,906506,35.907757,127.766922
Kylmala,,FI,,,Metsahovi Radio Research Station,,,,,906512,60.2370078,24.3969968
Mokpu,,KR,,,Mokpo U.,,,,,906515,34.8118351,126.3921664
Onsala,,SE,,,Onsala Space Observ.,,,,,906523,57.4134952,12.0206589
Perpignan,,FR,,,Perpignan U.,,,,,906524,42.6886591,2.8948332
Breda,,NL,,,"Royal Military Academy, Netherlands",,,,,906529,51.5719149,4.768323
Santo Domingo,,DO,,,"Santo Domingo, PUCMM",,,,,906531,18.4860575,-69.9312117
Lhasa,,CN,,,Tibet U.,,,,,906541,29.652491,91.17211
Tirana,,AL,,,"Tirana, Inst. Nucl. Phys.",,,,,906542,41.3275459,19.8186982
Tirana,,AL,,,"Tirana, Polytechnic Inst.",,,,,906543,41.3275459,19.8186982
Tirana,,AL,,,Tirana U.,,,,,906544,41.3275459,19.8186982
Piikkio,,FI,,,Tuorla Observ.,,,,,906551,60.4263325,22.5232337
Vijlen,,NL,,,Vijlen Inst. Phys.,,,,,906554,50.7887847,5.9632976
Ain-Ossura,,DZ,,,"Algeria, Haute Comm. Recherche",,,,,906560,28.033886,1.659626
Crissier,,CH,,,"Axon Research, Crissier",,,,,906563,46.5518687,6.5743458
EBilbao,,ES,,,"Bilbao, Escuela de Ingenieros",,,,,906565,43.2630126,-2.9349852
EBlanes,,ES,,,"Blanes, CAS",,,,,906568,41.6759954,2.7902289
Burgos,,ES,,,Burgos Polytechnic U.,,,,,906571,42.3439925,-3.696906
Goiania,,BR,,,Goias U.,,,,,906594,-16.6868824,-49.2647885
Castellon,,ES,,,"Jaume I U., Castellon",,,,,906605,39.9863563,-0.0513246
Chonju,,KR,,,Jeonju U.,,,,,906606,35.8242238,127.1479532
Kalmar,,SE,,,Kalmar U.,,,,,906609,56.6634447,16.356779
Menia,,EG,,,Minia U.,,,,,906621,28.0870967,30.7618397
San Juan de Pasto,,CO,,,Narino U.,,,,,906628,1.2058837,-77.285787
Nirjuli,,IN,,,"NERIST, Nirjuli",,,,,906629,20.593684,78.96288
Limeil Brevannes,,FR,,,"Philips, Limeil Bravannes",,,,,906637,48.7461849,2.492154
Khurda,,IN,,,"P.N. Coll., Khurda",,,,,906639,20.1934552,85.6332093
De Meern,,NL,,,"Quartz Silice Holland, De Meern",,,,,906642,52.0757956,5.0319821
Recife,,BR,,,"Recife, CEN",,,,,906644,-8.0475622,-34.8769643
Waalre,,NL,,,"RIVAC Tech., Waalre",,,,,906645,51.3878333,5.4432025
Walldorf,,DE,,,"SAP, Walldorf",,,,,906648,49.3063689,8.6427693
Linkoping,,SE,,,"SiCon, Linkoping",,,,,906654,58.410807,15.6213727
St. Imier,,CH,,,"St. Imier, Engineering School",,,,,906665,47.1522207,6.9962252
Linkoping,,SE,,,"Swedish Microsystems, Linkoping",,,,,906670,58.410807,15.6213727
Bagneux,,FR,,,"Thomson-CSF, Bagneux",,,,,906675,48.796696,2.31002
Velizy,,FR,,,"Thomson Tubes, Velizy",,,,,906676,48.787899,2.190408
Tunis,,TN,,,Tunis U.,,,,,906684,36.8064948,10.1815316
Ulan Bator,,MN,,,"Pedagogical Inst., Ulaanbaatar",,,,,906687,47.8863988,106.9057439
Ulan Bator,,MN,,,"Ulan Bator, Tech. U.",,,,,906688,47.8863988,106.9057439
Tampere,,FI,,,"VALMET Automation, Tampere",,,,,906693,61.4977524,23.7609535
Otaniemi,,FI,,,"VTT, Otaniemi",,,,,906694,60.1841396,24.8300838
Kwa-Dlangezwa,,ZA,,,Zululand U.,,,,,906703,-28.85803,31.84022
Cuernavaca,,MX,,,Morelos State U.,,,,,906715,18.9242095,-99.2215659
Euskirchen,,DE,,,"Fraunhofer Inst., Euskirchen",,,,,906722,50.6574392,6.7899945
Gdansk,,PL,,,Gdansk Tech. U.,,,,,906724,54.3520252,18.6466384
Vasteras,,SE,,,Malardalen U.,,,,,906733,59.6099005,16.5448091
Marne-La-Vallee,,FR,,,Marne la Vallee U.,,,,,906734,48.859276,2.598505
Meudon La Foret,,FR,,,"PSA-Peugeot Citroen, Meudon",,,,,906745,48.7876903,2.2277467
Rostock-Warnemunde,,DE,,,"Rostock, Inst. Ostseeforsch.",,,,,906747,54.170342,12.0784438
Pomezia,,IT,,,"SKITEK, Pomezia",,,,,906752,41.6697279,12.5016822
St. Etienne,,FR,,,"St. Etienne, Ecole des Mines",,,,,906757,45.439695,4.3871779
Valenzano,,IT,,,"Tecnopolis CSATA, Bari",,,,,906762,41.0437814,16.884203
Volos,,GR,,,Thessaly U.,,,,,906763,39.3621896,22.942159
Jagna,,PH,,,"Visayan Inst., Jagna",,,,,906771,9.6504905,124.3653473
Zacatecas,,MX,,,Zacatecas U.,,,,,906781,22.7709249,-102.5832539
Zaporozhye,,UA,,,Zaporozhye Industrial Inst.,,,,,906782,47.8388,35.139567
Baden,,CH,,,"ABB Industrie, Baden",,,,,906783,47.47288,8.30809
Al-Mansoora,,YE,,,Aden U.,,,,,906785,12.8490567,44.972015
Salvador,,BR,,,Bahia U.,,,,,906797,-12.9730401,-38.502304
Baia-Mare,,RO,,,Baia-Mare U.,,,,,906798,47.6567387,23.5849881
Banki,,IN,,,Banki Coll.,,,,,906799,20.3765951,85.5290361
Floirac,,FR,,,"OASU, Floirac",,,,,906801,44.8305549,-0.527552
GR- Chania,,GR,,,"Crete, Tech. U.",,,,,906817,35.5138298,24.0180367
Toluca,,MX,,,"Estado de Mexico U., Toluca",,,,,906826,19.2826098,-99.6556653
Firenze,,IT,,,"Europa Metalli LMI, Florence",,,,,906827,43.7695604,11.2558136
Alice,,ZA,,,Fort Hare U.,,,,,906831,-32.7901325,26.8329509
Gurev,,KZ,,,Gurev Pedagogical Inst.,,,,,906835,47.0944959,51.9238373
Hanoi,,VN,,,Hanoi U. of Mining,,,,,906836,21.0277644,105.8341598
Krugersdorp,,ZA,,,Hartebeesthoek Observ.,,,,,906837,-26.0963217,27.8076959
Bad Bevensen,,DE,,,"HKK, Bad Bevensen",,,,,906839,53.0789507,10.5784051
Zanjan,,IR,,,"IASBS, Zanjan",,,,,906842,36.6830045,48.5087209
Mont Saint Aignan,,FR,,,"INSA, Mont Saint Aignan",,,,,906847,49.459778,1.079798
Bishkek,,KG,,,Kyrgyz State U.,,,,,906857,42.8746212,74.5697617
Nicosia,,TR,,,Near East U.,,,,,906860,38.963745,35.243322
Medea,,DZ,,,Medea U.,,,,,906865,36.2853847,2.7680247
Kiryat-Shona,,IL,,,Migal-Galilee Tech. Ctr.,,,,,906871,33.207933,35.570246
Turnov,,CZ,,,"Monokrystally, Turnov",,,,,906874,50.587285,15.1568091
Kathmandu,,NP,,,"Nepal Acad. Sci., Katmandu",,,,,906887,27.7172453,85.3239605
Santa Cruz de la Palma,,ES,,,"Nordic Optical Telescope, Spain",,,,,906890,28.6839885,-17.7645747
Campos,,BR,,,Norte Fluminense State U.,,,,,906891,-21.7626902,-41.3184877
Nova Friburgo,,BR,,,Nova Friburgo Polytechnic Inst.,,,,,906893,-22.2887261,-42.5340796
Ondrejov,,CZ,,,"Ondrejov, Astron. Inst.",,,,,906900,49.9046168,14.7842104
Pattamundai,,IN,,,Pattamundai Coll.,,,,,906907,20.5854927,86.5661006
Boa Vista,,BR,,,Roraima U.,,,,,906911,2.8235098,-60.6758331
Saint Benoit,,FR,,,"S.A.T., St. Benoit",,,,,906913,46.440907,1.389618
Culiacan,,MX,,,Sinaloa U.,,,,,906916,24.8090649,-107.3940117
Taichung,,TW,,,"Taiwan, Natl. Chung Hsing U.",,,,,906928,24.1477358,120.6736482
Tartu,,EE,,,Tartu Observ.,,,,,906929,58.3776252,26.7290063
Uzhgorod,,UA,,,"Uzhgorod, Inst. Electron Phys.",,,,,906938,48.6208,22.287883
Wedel,,DE,,,"Wedel, Fachhochsch.",,,,22880,906943,53.5823813,9.7137465
Bridgetown,,BB,,,"West Indies U., Barbados",,,,,906945,13.0968511,-59.6144819
Guadalajara,,ES,,,Yebes Astron. Ctr.,,,,,906948,40.632489,-3.16017
H- Budapest,,HU,,,"Budapest, RIMS",,,,,906967,47.497912,19.040235
H- Budapest,,HU,,,"Budapest, RISSP",,,,,906968,47.497912,19.040235
Rueil-Malmaison,,FR,,,"DEC, Paris",,,,,906977,48.882767,2.17693
Brest Marine,,FR,,,"Ecole Navale, Brest",,,,,906982,48.3816481,-4.4929467
Greifensee,,CH,,,"IMT Masken, Greifensee",,,,,906998,47.3665785,8.6794982
Jalandhar,,IN,,,Jalandhar Regional Eng. Coll.,,,,,907003,31.3260152,75.5761829
Pyongyang,,KP,,,Kim Il Sung U.,,,,,907005,39.0392193,125.7625241
Wetzlar,,DE,,,"Leica Mikroskopie, Wetzlar",,,,,907007,50.5589802,8.5081646
Jawahar Marg,,IN,,,"M. B. Khalsa Coll., Indore",,,,,907010,22.7163761,75.8546609
Cuautitlan Izcalli,,MX,,,"Mexico U., Cuautitlan",,,,,907012,19.6528089,-99.2231387
Cuernavaca,,MX,,,"Mexico U., Cuernavaca",,,,,907013,18.9242095,-99.2215659
Nankai,,CN,,,"Nankai, Tech. Phys. Inst.",,,,,907021,39.138203,117.150738
Pyongsong,,KP,,,"North Korea, Inst. Phys.",,,,,907029,39.2604149,125.861953
Agartala,,IN,,,Rammthakar Coll.,,,,,907038,23.831457,91.2867777
Santo Domingo,,DO,,,"Santo Domingo, Autonoma U.",,,,,907039,18.4860575,-69.9312117
Settat,,MA,,,"Hassan 1st U., Settat",,,,,907041,32.9924242,-7.6222665
Shantou,,CN,,,Shantou U.,,,,,907042,23.354091,116.681972
Romans sur Isere,,FR,,,"CERCA, Romans sur Isere",,,,,907073,45.044236,5.052735
Dubendorf,,CH,,,"Fluhmann, Dubendorf",,,,,907081,47.3971476,8.6180128
Silchar,,IN,,,"G.C. Coll., Silchar",,,,,907082,24.8332708,92.7789054
Qiryat-Tivon,,IL,,,Haifa U.,,,,,907083,32.716221,35.127483
Godensdorf,,DE,,,"Hunert, Godenstorf",,,,21376,907086,53.1567836,10.2139076
Braamfontein,,ZA,,,"Introdel, Braamfontein",,,,,907089,-26.1921898,28.0373202
Murshidabad,,IN,,,Jangipur Coll.,,,,,907090,24.1759039,88.2801785
Chisinau,,MD,,,"Chisinau, Inst. Math.",,,,,907094,47.0104529,28.8638103
Lima,,PE,,,"Lima, Pont. U. Catolica",,,,,907096,-12.0463731,-77.042754
Labege,,FR,,,"Midi Ingenierie, Labege",,,,,907097,43.5367334,1.5280556
Macerata,,IT,,,"ORIM, Macerata",,,,,907108,43.2984268,13.4534767
Villetaneuse,,FR,,,"Paris, U. XIII, Math. Dept.",,,,,907109,48.963476,2.347354
Kermanshah,,IR,,,"Razi U., Kermanshah",,,,,907112,34.3276924,47.0777685
Hunfeld,,DE,,,"Seidl, Hunfeld",,,,36088,907116,50.6726672,9.7690455
Shaoxing,,CN,,,Shaoxing Normal Coll.,,,,,907117,29.995762,120.586109
Kyungbuk,,KR,,,Taegu Hyosung Catholic U.,,,,,907122,36.4919,128.8889
Chisinau,,MD,,,Tiraspol State U.,,,,,907124,47.0104529,28.8638103
Villa Elisa,,AR,,,"Villa Elisa, Inst. Argentino Radioastron",,,,,907129,-32.1641185,-58.400599
Cooch Behar,,IN,,,Acharya Brajendra Nath Seal Coll.,,,,,907134,26.3356861,89.445851
Grodno,,BY,,,Grodno U.,,,,,907136,53.6693538,23.8131306
Ferrol (La Coruna),,ES,,,La Coruna U.,,,,,907141,43.489646,-8.2193451
Pietermaritzburg,,ZA,,,"Natal U., Pietermaritzburg",,,,,907143,-29.6006068,30.3794118
Scottsville,,ZA,,,"Natal U., Scottsville",,,,,907144,-29.6177092,30.3954282
San Sebastian,,ES,,,Navarre U.,,,,,907145,43.318334,-1.9812313
Oran,,DZ,,,"Oran, Sci. Tech. U.",,,,,907149,35.6976541,-0.6337376
Guadalajara,,MX,,,Guadalajara U.,,,,,907151,20.6596988,-103.3496092
Porto Novo,,BJ,,,"Benin, IMSP",,,,,907155,6.4968574,2.6288523
Valbonne,,FR,,,"Nice, Inst. Nonlineaire",,,,,907171,43.64152,7.009186
Itanagar,,IN,,,"Northeastern Res. Inst. Sci. Tech., Itanagar",,,,,907172,20.593684,78.96288
Trondheim,,NO,,,Sor-Trondelag Coll.,,,,,907175,63.4305149,10.3950528
Kaohsiung,,TW,,,"Taiwan, Natl. Kaohsiung Normal U.",,,,,907178,22.6272784,120.3014353
Ibaque,,CO,,,Tolima U.,,,,,907180,4.444676,-75.242438
Vern/Seiche,,FR,,,"Verre Fluore, Vern/Seiche",,,,,907181,48.046029,-1.602986
Wanju-kun,,KR,,,Woosuk U.,,,,,907183,35.891275,127.253895
Belgrade,,CS,,,Belgrade Observ.,,,,,907187,,
Konigsberg,,NO,,,Buskerud Coll.,,,,,907188,59.6688776,9.6501891
Cali,,CO,,,"Valle U., Cali",,,,,907194,3.4516467,-76.5319854
Olen,,BE,,,"Canberra Semiconductor, Olen",,,,,907198,51.1440245,4.8599119
Inchon,,KR,,,Inha U.,,,,,907206,37.4562557,126.7052062
Khanapara,,IN,,,"Khanapara, IASST",,,,,907210,26.0831963,91.8172069
Tampere,,FI,,,"Nokia Res. Ctr., Tampere",,,,,907214,61.4977524,23.7609535
Nakhon Ratchasima,,TH,,,Suranaree U. of Tech.,,,,,907220,14.9738493,102.083652
Byurukan,,AM,,,Byurukan Astrophys. Observ.,,,,,907224,40.3373909,44.272133
Roden,,NL,,,"DEP, Roden",,,,,907226,53.1383574,6.4323693
Teheran,,IR,,,"Amir Kabir U. Tech., Tehran",,,,,907230,35.6891975,51.3889736
Hradec Kralove,,CZ,,,"ATEKO, Hradec Kralove",,,,,907232,50.2103605,15.825211
Chemnitz,,DE,,,"Chemnitz, Tech. U.",,,,,907235,50.827845,12.9213697
Havana,,CU,,,"Havana, IITF",,,,,907238,23.1135925,-82.3665956
